Candidate,Poll_Percent,Date,Wikipedia_Traffic,,
Marianne Williamson,.0,06/03/19,2699.0,,
Michael Bennet,.0,06/03/19,2061.0,,
Joe Biden,35.0,06/02/19,7360.0,,
Elizabeth Warren,5.0,06/02/19,6822.0,,
Kamala Harris,4.0,06/02/19,22890.0,,
Pete Buttigieg,8.0,06/02/19,9108.0,,
Beto O'Rourke,4.0,06/02/19,10083.0,,
Cory Booker,3.0,06/02/19,4179.0,,
Amy Klobuchar,1.0,06/02/19,1447.0,,
Andrew Yang,.0,06/02/19,5434.0,,
Tim Ryan,.0,06/02/19,191.0,,
Steve Bullock,.0,06/02/19,17.0,,
Julian Castro,.0,06/02/19,1362.0,,
Bill de Blasio,.0,06/02/19,6543.0,,
John Delaney,.0,06/02/19,24.0,,
Tulsi Gabbard,.0,06/02/19,5178.0,,
Kirsten Gillibrand,.0,06/02/19,9318.0,,
John Hickenlooper,1.0,06/02/19,2761.0,,
Jay Inslee,.0,06/02/19,1166.0,,
Mike Gravel,.0,06/02/19,1177.0,,
Seth Moulton,.0,06/02/19,13282.0,,
Wayne Messam,.0,06/02/19,342.0,,
Marianne Williamson,1.0,06/02/19,3322.0,,
Michael Bennet,1.0,06/02/19,1947.0,,
Joe Biden,38.0,06/02/19,7360.0,,
Elizabeth Warren,10.0,06/02/19,6822.0,,
Kamala Harris,7.0,06/02/19,22890.0,,
Pete Buttigieg,7.0,06/02/19,9108.0,,
Beto O'Rourke,4.0,06/02/19,10083.0,,
Cory Booker,3.0,06/02/19,4179.0,,
Michael Bennet,1.0,06/02/19,1947.0,,
Steve Bullock,1.0,06/02/19,17.0,,
Julian Castro,1.0,06/02/19,1362.0,,
Bill de Blasio,1.0,06/02/19,6543.0,,
John Delaney,1.0,06/02/19,24.0,,
Tulsi Gabbard,1.0,06/02/19,5178.0,,
Kirsten Gillibrand,1.0,06/02/19,9318.0,,
John Hickenlooper,1.0,06/02/19,2761.0,,
Jay Inslee,1.0,06/02/19,1166.0,,
Amy Klobuchar,1.0,06/02/19,1447.0,,
Tim Ryan,1.0,06/02/19,191.0,,
Andrew Yang,1.0,06/02/19,5434.0,,
Marianne Williamson,1.0,06/02/19,3322.0,,
Seth Moulton,.0,06/02/19,13282.0,,
Joe Biden,32.0,05/31/19,8923.0,,
Kamala Harris,8.0,05/31/19,6499.0,,
Elizabeth Warren,7.0,05/31/19,9149.0,,
Pete Buttigieg,5.0,05/31/19,10237.0,,
Beto O'Rourke,5.0,05/31/19,6633.0,,
Cory Booker,3.0,05/31/19,3806.0,,
Julian Castro,2.0,05/31/19,999.0,,
Amy Klobuchar,2.0,05/31/19,1193.0,,
Michael Bennet,1.0,05/31/19,9217.0,,
Tulsi Gabbard,1.0,05/31/19,4676.0,,
Kirsten Gillibrand,1.0,05/31/19,2934.0,,
Jay Inslee,1.0,05/31/19,1502.0,,
Tim Ryan,1.0,05/31/19,173.0,,
Andrew Yang,1.0,05/31/19,4757.0,,
Bill de Blasio,.0,05/31/19,3878.0,,
John Delaney,.0,05/31/19,20.0,,
John Hickenlooper,.0,05/31/19,1335.0,,
Marianne Williamson,.0,05/31/19,2064.0,,
Steve Bullock,.0,05/31/19,15.0,,
Wayne Messam,.0,05/31/19,459.0,,
Seth Moulton,.0,05/31/19,1557.0,,
Joe Biden,29.4,05/31/19,8923.0,,
Kamala Harris,17.2,05/31/19,6499.0,,
Elizabeth Warren,10.7,05/31/19,9149.0,,
Pete Buttigieg,9.3,05/31/19,10237.0,,
Beto O'Rourke,4.4,05/31/19,6633.0,,
Cory Booker,1.7,05/31/19,3806.0,,
Amy Klobuchar,.9,05/31/19,1193.0,,
John Hickenlooper,.5,05/31/19,1335.0,,
Andrew Yang,.1,05/31/19,4757.0,,
Jay Inslee,.4,05/31/19,1502.0,,
Kirsten Gillibrand,.5,05/31/19,2934.0,,
Tulsi Gabbard,.1,05/31/19,4676.0,,
Julian Castro,.5,05/31/19,999.0,,
Tim Ryan,.6,05/31/19,173.0,,
Marianne Williamson,.1,05/31/19,2064.0,,
Steve Bullock,.2,05/31/19,15.0,,
Bill de Blasio,.1,05/31/19,3878.0,,
Joe Biden,36.0,05/30/19,11262.0,,
Kamala Harris,8.0,05/30/19,9120.0,,
Elizabeth Warren,5.0,05/30/19,9937.0,,
Pete Buttigieg,5.0,05/30/19,12493.0,,
Beto O'Rourke,4.0,05/30/19,9925.0,,
Cory Booker,3.0,05/30/19,3887.0,,
John Hickenlooper,1.0,05/30/19,5263.0,,
Mike Gravel,1.0,05/30/19,1325.0,,
Tim Ryan,1.0,05/30/19,274.0,,
Andrew Yang,1.0,05/30/19,5984.0,,
Julian Castro,1.0,05/30/19,1038.0,,
Jay Inslee,1.0,05/30/19,1081.0,,
John Delaney,1.0,05/30/19,33.0,,
Kirsten Gillibrand,.0,05/30/19,2451.0,,
Seth Moulton,.0,05/30/19,1411.0,,
Tulsi Gabbard,.0,05/30/19,5466.0,,
Amy Klobuchar,.0,05/30/19,1950.0,,
Marianne Williamson,.0,05/30/19,1552.0,,
Wayne Messam,.0,05/30/19,586.0,,
Elizabeth Warren,41.0,05/30/19,9937.0,,
Joe Biden,39.0,05/30/19,11262.0,,
Elizabeth Warren,40.0,05/30/19,9937.0,,
Joe Biden,43.0,05/30/19,11262.0,,
Joe Biden,41.0,05/30/19,11262.0,,
Kamala Harris,38.0,05/30/19,9120.0,,
Kamala Harris,37.0,05/30/19,9120.0,,
Joe Biden,34.6,05/29/19,14324.0,,
Elizabeth Warren,9.8,05/29/19,5261.0,,
Pete Buttigieg,5.6,05/29/19,12941.0,,
Kamala Harris,3.7,05/29/19,38495.0,,
Beto O'Rourke,1.9,05/29/19,13777.0,,
Cory Booker,1.5,05/29/19,2861.0,,
Amy Klobuchar,.3,05/29/19,3314.0,,
John Hickenlooper,.5,05/29/19,816.0,,
Andrew Yang,.4,05/29/19,6948.0,,
Kirsten Gillibrand,1.0,05/29/19,3343.0,,
Julian Castro,2.4,05/29/19,1170.0,,
Tulsi Gabbard,1.1,05/29/19,7169.0,,
Jay Inslee,.3,05/29/19,878.0,,
John Delaney,1.6,05/29/19,17.0,,
Joe Biden,34.4,05/29/19,14324.0,,
Elizabeth Warren,6.5,05/29/19,5261.0,,
Pete Buttigieg,5.7,05/29/19,12941.0,,
Kamala Harris,2.2,05/29/19,38495.0,,
Beto O'Rourke,3.6,05/29/19,13777.0,,
Cory Booker,1.5,05/29/19,2861.0,,
Amy Klobuchar,.5,05/29/19,3314.0,,
John Hickenlooper,.3,05/29/19,816.0,,
Andrew Yang,1.2,05/29/19,6948.0,,
Kirsten Gillibrand,2.2,05/29/19,3343.0,,
Julian Castro,1.3,05/29/19,1170.0,,
Tulsi Gabbard,2.0,05/29/19,7169.0,,
Jay Inslee,.5,05/29/19,878.0,,
John Delaney,.3,05/29/19,17.0,,
Joe Biden,27.3,05/29/19,14324.0,,
Elizabeth Warren,8.1,05/29/19,5261.0,,
Pete Buttigieg,9.2,05/29/19,12941.0,,
Kamala Harris,6.8,05/29/19,38495.0,,
Beto O'Rourke,3.7,05/29/19,13777.0,,
Cory Booker,.8,05/29/19,2861.0,,
Amy Klobuchar,1.0,05/29/19,3314.0,,
John Hickenlooper,.9,05/29/19,816.0,,
Andrew Yang,1.8,05/29/19,6948.0,,
Kirsten Gillibrand,.9,05/29/19,3343.0,,
Julian Castro,1.1,05/29/19,1170.0,,
Tulsi Gabbard,.9,05/29/19,7169.0,,
Jay Inslee,.0,05/29/19,878.0,,
John Delaney,1.0,05/29/19,17.0,,
Joe Biden,28.5,05/29/19,14324.0,,
Elizabeth Warren,12.3,05/29/19,5261.0,,
Pete Buttigieg,6.0,05/29/19,12941.0,,
Kamala Harris,4.8,05/29/19,38495.0,,
Beto O'Rourke,2.1,05/29/19,13777.0,,
Cory Booker,2.7,05/29/19,2861.0,,
Amy Klobuchar,.5,05/29/19,3314.0,,
John Hickenlooper,.5,05/29/19,816.0,,
Andrew Yang,2.9,05/29/19,6948.0,,
Kirsten Gillibrand,.7,05/29/19,3343.0,,
Julian Castro,.3,05/29/19,1170.0,,
Tulsi Gabbard,1.4,05/29/19,7169.0,,
Jay Inslee,.0,05/29/19,878.0,,
John Delaney,.8,05/29/19,17.0,,
Joe Biden,46.0,05/29/19,14324.0,,
Elizabeth Warren,7.7,05/29/19,5261.0,,
Pete Buttigieg,8.5,05/29/19,12941.0,,
Kamala Harris,3.1,05/29/19,38495.0,,
Beto O'Rourke,2.2,05/29/19,13777.0,,
Cory Booker,2.4,05/29/19,2861.0,,
Amy Klobuchar,.0,05/29/19,3314.0,,
John Hickenlooper,.0,05/29/19,816.0,,
Andrew Yang,.8,05/29/19,6948.0,,
Kirsten Gillibrand,.5,05/29/19,3343.0,,
Julian Castro,1.1,05/29/19,1170.0,,
Tulsi Gabbard,.0,05/29/19,7169.0,,
Jay Inslee,.0,05/29/19,878.0,,
John Delaney,.0,05/29/19,17.0,,
Joe Biden,36.2,05/29/19,14324.0,,
Elizabeth Warren,12.2,05/29/19,5261.0,,
Pete Buttigieg,6.9,05/29/19,12941.0,,
Kamala Harris,3.8,05/29/19,38495.0,,
Beto O'Rourke,2.2,05/29/19,13777.0,,
Cory Booker,4.3,05/29/19,2861.0,,
Amy Klobuchar,.3,05/29/19,3314.0,,
John Hickenlooper,.5,05/29/19,816.0,,
Andrew Yang,.3,05/29/19,6948.0,,
Kirsten Gillibrand,1.7,05/29/19,3343.0,,
Julian Castro,.5,05/29/19,1170.0,,
Tulsi Gabbard,.5,05/29/19,7169.0,,
Jay Inslee,.5,05/29/19,878.0,,
John Delaney,.0,05/29/19,17.0,,
Joe Biden,28.3,05/29/19,14324.0,,
Elizabeth Warren,13.5,05/29/19,5261.0,,
Pete Buttigieg,6.7,05/29/19,12941.0,,
Kamala Harris,7.3,05/29/19,38495.0,,
Beto O'Rourke,1.4,05/29/19,13777.0,,
Cory Booker,2.3,05/29/19,2861.0,,
Amy Klobuchar,2.5,05/29/19,3314.0,,
John Hickenlooper,.0,05/29/19,816.0,,
Andrew Yang,.0,05/29/19,6948.0,,
Kirsten Gillibrand,.7,05/29/19,3343.0,,
Julian Castro,.7,05/29/19,1170.0,,
Tulsi Gabbard,.5,05/29/19,7169.0,,
Jay Inslee,.0,05/29/19,878.0,,
John Delaney,.0,05/29/19,17.0,,
Joe Biden,30.0,05/28/19,15978.0,,
Kamala Harris,15.0,05/28/19,8076.0,,
Pete Buttigieg,12.0,05/28/19,17507.0,,
Elizabeth Warren,12.0,05/28/19,6116.0,,
Beto O'Rourke,3.0,05/28/19,5111.0,,
Tulsi Gabbard,1.0,05/28/19,9241.0,,
Andrew Yang,1.0,05/28/19,5789.0,,
Julian Castro,1.0,05/28/19,1021.0,,
Cory Booker,1.0,05/28/19,3414.0,,
Jay Inslee,.0,05/28/19,1088.0,,
Marianne Williamson,.0,05/28/19,2993.0,,
Amy Klobuchar,.0,05/28/19,2606.0,,
Michael Bennet,.0,05/28/19,1852.0,,
Seth Moulton,.0,05/28/19,2889.0,,
Mike Gravel,.0,05/28/19,1254.0,,
Tim Ryan,.0,05/28/19,66.0,,
John Hickenlooper,.0,05/28/19,831.0,,
Kirsten Gillibrand,.0,05/28/19,2110.0,,
Joe Biden,38.0,05/26/19,10587.0,,
Elizabeth Warren,9.0,05/26/19,4246.0,,
Pete Buttigieg,7.0,05/26/19,29872.0,,
Kamala Harris,7.0,05/26/19,5671.0,,
Beto O'Rourke,4.0,05/26/19,7222.0,,
Cory Booker,3.0,05/26/19,2502.0,,
Michael Bennet,1.0,05/26/19,1103.0,,
Julian Castro,1.0,05/26/19,992.0,,
John Delaney,1.0,05/26/19,7.0,,
Kirsten Gillibrand,1.0,05/26/19,1751.0,,
John Hickenlooper,1.0,05/26/19,882.0,,
Amy Klobuchar,1.0,05/26/19,1742.0,,
Andrew Yang,1.0,05/26/19,3837.0,,
Marianne Williamson,1.0,05/26/19,1688.0,,
Steve Bullock,1.0,05/26/19,36.0,,
Tim Ryan,1.0,05/26/19,28.0,,
Tulsi Gabbard,1.0,05/26/19,6475.0,,
Bill de Blasio,.0,05/26/19,5088.0,,
Jay Inslee,.0,05/26/19,986.0,,
Seth Moulton,.0,05/26/19,1039.0,,
Joe Biden,33.0,05/25/19,6961.0,,
Cory Booker,3.0,05/25/19,2559.0,,
Pete Buttigieg,5.0,05/25/19,18951.0,,
Julian Castro,1.0,05/25/19,1276.0,,
John Delaney,1.0,05/25/19,9.0,,
Tulsi Gabbard,.0,05/25/19,7289.0,,
Kirsten Gillibrand,1.0,05/25/19,1907.0,,
Kamala Harris,6.0,05/25/19,6214.0,,
John Hickenlooper,1.0,05/25/19,1058.0,,
Jay Inslee,1.0,05/25/19,1409.0,,
Amy Klobuchar,1.0,05/25/19,1867.0,,
Beto O'Rourke,3.0,05/25/19,4015.0,,
Elizabeth Warren,7.0,05/25/19,4548.0,,
Marianne Williamson,.0,05/25/19,1963.0,,
Andrew Yang,1.0,05/25/19,7508.0,,
Mike Gravel,.0,05/25/19,946.0,,
Wayne Messam,.0,05/25/19,397.0,,
Seth Moulton,.0,05/25/19,1568.0,,
Tim Ryan,1.0,05/25/19,43.0,,
Joe Biden,67.0,05/24/19,7536.0,,
Elizabeth Warren,15.0,05/24/19,5870.0,,
Joe Biden,71.0,05/24/19,7536.0,,
Pete Buttigieg,10.0,05/24/19,25170.0,,
Joe Biden,70.0,05/24/19,7536.0,,
Joe Biden,37.0,05/24/19,7536.0,,
Elizabeth Warren,8.0,05/24/19,5870.0,,
Kamala Harris,7.0,05/24/19,9679.0,,
Pete Buttigieg,3.0,05/24/19,25170.0,,
Cory Booker,2.0,05/24/19,2585.0,,
Joe Biden,66.0,05/22/19,13801.0,,
Joe Biden,58.0,05/22/19,13801.0,,
Elizabeth Warren,29.0,05/22/19,4965.0,,
Joe Biden,63.0,05/22/19,13801.0,,
Pete Buttigieg,21.0,05/22/19,25203.0,,
Joe Biden,33.0,05/22/19,13801.0,,
Elizabeth Warren,11.0,05/22/19,4965.0,,
Pete Buttigieg,7.0,05/22/19,25203.0,,
Kamala Harris,7.0,05/22/19,6807.0,,
Beto O'Rourke,1.0,05/22/19,22946.0,,
Joe Biden,38.0,05/21/19,14768.0,,
Pete Buttigieg,5.0,05/21/19,34519.0,,
Elizabeth Warren,5.0,05/21/19,4903.0,,
Beto O'Rourke,5.0,05/21/19,5967.0,,
Kamala Harris,5.0,05/21/19,7809.0,,
Amy Klobuchar,2.0,05/21/19,1492.0,,
Cory Booker,2.0,05/21/19,2619.0,,
Michael Bennet,1.0,05/21/19,1372.0,,
Andrew Yang,1.0,05/21/19,4434.0,,
Kirsten Gillibrand,1.0,05/21/19,5996.0,,
Julian Castro,1.0,05/21/19,1166.0,,
Wayne Messam,1.0,05/21/19,567.0,,
John Hickenlooper,.0,05/21/19,842.0,,
Steve Bullock,.0,05/21/19,26.0,,
John Delaney,.0,05/21/19,17.0,,
Tulsi Gabbard,.0,05/21/19,9717.0,,
Marianne Williamson,.0,05/21/19,2252.0,,
Bill de Blasio,.0,05/21/19,12183.0,,
Seth Moulton,.0,05/21/19,1519.0,,
Tim Ryan,.0,05/21/19,81.0,,
Jay Inslee,.0,05/21/19,1104.0,,
Joe Biden,61.0,05/21/19,14768.0,,
Joe Biden,63.0,05/21/19,14768.0,,
Kamala Harris,20.0,05/21/19,7809.0,,
Joe Biden,65.0,05/21/19,14768.0,,
Pete Buttigieg,17.0,05/21/19,34519.0,,
Joe Biden,66.0,05/21/19,14768.0,,
Elizabeth Warren,19.0,05/21/19,4903.0,,
Joe Biden,31.0,05/21/19,14768.0,,
Elizabeth Warren,15.0,05/21/19,4903.0,,
Pete Buttigieg,9.0,05/21/19,34519.0,,
Kamala Harris,8.0,05/21/19,7809.0,,
Beto O'Rourke,4.0,05/21/19,5967.0,,
Cory Booker,2.0,05/21/19,2619.0,,
Andrew Yang,2.0,05/21/19,4434.0,,
Tulsi Gabbard,1.0,05/21/19,9717.0,,
Amy Klobuchar,1.0,05/21/19,1492.0,,
Kirsten Gillibrand,1.0,05/21/19,5996.0,,
Bill de Blasio,1.0,05/21/19,12183.0,,
Marianne Williamson,.0,05/21/19,2252.0,,
John Hickenlooper,.0,05/21/19,842.0,,
Jay Inslee,.0,05/21/19,1104.0,,
Seth Moulton,.0,05/21/19,1519.0,,
Julian Castro,.0,05/21/19,1166.0,,
Steve Bullock,.0,05/21/19,26.0,,
Michael Bennet,.0,05/21/19,1372.0,,
Mike Gravel,.0,05/21/19,1192.0,,
John Delaney,.0,05/21/19,17.0,,
Wayne Messam,.0,05/21/19,567.0,,
Joe Biden,35.0,05/20/19,11952.0,,
Beto O'Rourke,2.0,05/20/19,5339.0,,
Kamala Harris,8.0,05/20/19,11009.0,,
Elizabeth Warren,13.0,05/20/19,5357.0,,
Cory Booker,3.0,05/20/19,2654.0,,
Kirsten Gillibrand,.0,05/20/19,2506.0,,
Amy Klobuchar,2.0,05/20/19,1810.0,,
Julian Castro,1.0,05/20/19,872.0,,
Tulsi Gabbard,1.0,05/20/19,11499.0,,
Jay Inslee,.0,05/20/19,1265.0,,
John Hickenlooper,.0,05/20/19,1012.0,,
John Delaney,.0,05/20/19,20.0,,
Pete Buttigieg,5.0,05/20/19,45858.0,,
Andrew Yang,1.0,05/20/19,4528.0,,
Marianne Williamson,.0,05/20/19,2113.0,,
Wayne Messam,.0,05/20/19,580.0,,
Tim Ryan,.0,05/20/19,86.0,,
Seth Moulton,.0,05/20/19,1590.0,,
Michael Bennet,.0,05/20/19,1385.0,,
Steve Bullock,.0,05/20/19,23.0,,
Bill de Blasio,.0,05/20/19,11267.0,,
Joe Biden,33.0,05/20/19,11952.0,,
Kamala Harris,11.0,05/20/19,11009.0,,
Elizabeth Warren,10.0,05/20/19,5357.0,,
Pete Buttigieg,6.0,05/20/19,45858.0,,
Beto O'Rourke,4.0,05/20/19,5339.0,,
Amy Klobuchar,3.0,05/20/19,1810.0,,
Cory Booker,1.0,05/20/19,2654.0,,
Julian Castro,1.0,05/20/19,872.0,,
Bill de Blasio,1.0,05/20/19,11267.0,,
Tulsi Gabbard,1.0,05/20/19,11499.0,,
Marianne Williamson,1.0,05/20/19,2113.0,,
Andrew Yang,1.0,05/20/19,4528.0,,
Michael Bennet,.0,05/20/19,1385.0,,
John Delaney,.0,05/20/19,20.0,,
Kirsten Gillibrand,.0,05/20/19,2506.0,,
John Hickenlooper,.0,05/20/19,1012.0,,
Jay Inslee,.0,05/20/19,1265.0,,
Tim Ryan,.0,05/20/19,86.0,,
Steve Bullock,.0,05/20/19,23.0,,
Mike Gravel,.0,05/20/19,1340.0,,
Wayne Messam,.0,05/20/19,580.0,,
Seth Moulton,.0,05/20/19,1590.0,,
Beto O'Rourke,4.9,05/19/19,4975.0,,
Pete Buttigieg,8.8,05/19/19,33743.0,,
Elizabeth Warren,11.9,05/19/19,5623.0,,
Joe Biden,39.2,05/19/19,15634.0,,
Kamala Harris,6.7,05/19/19,7083.0,,
Julian Castro,1.8,05/19/19,876.0,,
Cory Booker,.9,05/19/19,4480.0,,
Kirsten Gillibrand,1.4,05/19/19,2835.0,,
Mike Gravel,.5,05/19/19,1384.0,,
Amy Klobuchar,.8,05/19/19,2827.0,,
Andrew Yang,.5,05/19/19,4522.0,,
Seth Moulton,.5,05/19/19,3713.0,,
Tim Ryan,.3,05/19/19,67.0,,
John Hickenlooper,.1,05/19/19,1325.0,,
Marianne Williamson,.1,05/19/19,1910.0,,
Tulsi Gabbard,.0,05/19/19,17248.0,,
Jay Inslee,.0,05/19/19,1161.0,,
Wayne Messam,.2,05/19/19,551.0,,
John Delaney,.2,05/19/19,21.0,,
Joe Biden,24.0,05/19/19,15634.0,,
Pete Buttigieg,14.0,05/19/19,33743.0,,
Elizabeth Warren,12.0,05/19/19,5623.0,,
Kamala Harris,10.0,05/19/19,7083.0,,
Beto O'Rourke,5.0,05/19/19,4975.0,,
Amy Klobuchar,2.0,05/19/19,2827.0,,
Andrew Yang,2.0,05/19/19,4522.0,,
Cory Booker,1.0,05/19/19,4480.0,,
Jay Inslee,1.0,05/19/19,1161.0,,
John Delaney,1.0,05/19/19,21.0,,
Tulsi Gabbard,1.0,05/19/19,17248.0,,
Kirsten Gillibrand,1.0,05/19/19,2835.0,,
John Hickenlooper,1.0,05/19/19,1325.0,,
Michael Bennet,.0,05/19/19,1426.0,,
Steve Bullock,.0,05/19/19,67.0,,
Julian Castro,.0,05/19/19,876.0,,
Marianne Williamson,.0,05/19/19,1910.0,,
Tim Ryan,.0,05/19/19,67.0,,
Joe Biden,39.0,05/19/19,15634.0,,
Elizabeth Warren,9.0,05/19/19,5623.0,,
Kamala Harris,8.0,05/19/19,7083.0,,
Pete Buttigieg,6.0,05/19/19,33743.0,,
Beto O'Rourke,4.0,05/19/19,4975.0,,
Cory Booker,3.0,05/19/19,4480.0,,
Michael Bennet,1.0,05/19/19,1426.0,,
Steve Bullock,1.0,05/19/19,67.0,,
Bill de Blasio,1.0,05/19/19,12496.0,,
Julian Castro,1.0,05/19/19,876.0,,
John Delaney,1.0,05/19/19,21.0,,
Tulsi Gabbard,1.0,05/19/19,17248.0,,
Kirsten Gillibrand,1.0,05/19/19,2835.0,,
John Hickenlooper,1.0,05/19/19,1325.0,,
Amy Klobuchar,1.0,05/19/19,2827.0,,
Tim Ryan,1.0,05/19/19,67.0,,
Andrew Yang,1.0,05/19/19,4522.0,,
Jay Inslee,.0,05/19/19,1161.0,,
Seth Moulton,.0,05/19/19,3713.0,,
Marianne Williamson,.0,05/19/19,1910.0,,
Joe Biden,33.0,05/18/19,17497.0,,
Pete Buttigieg,6.0,05/18/19,12929.0,,
Cory Booker,1.0,05/18/19,3011.0,,
Steve Bullock,.0,05/18/19,42.0,,
Julian Castro,1.0,05/18/19,807.0,,
John Delaney,.0,05/18/19,14.0,,
Tulsi Gabbard,.0,05/18/19,15329.0,,
Kirsten Gillibrand,1.0,05/18/19,1901.0,,
Kamala Harris,6.0,05/18/19,6915.0,,
John Hickenlooper,.0,05/18/19,649.0,,
Jay Inslee,.0,05/18/19,1314.0,,
Amy Klobuchar,1.0,05/18/19,2427.0,,
Beto O'Rourke,5.0,05/18/19,4559.0,,
Tim Ryan,1.0,05/18/19,68.0,,
Elizabeth Warren,8.0,05/18/19,5550.0,,
Andrew Yang,1.0,05/18/19,4882.0,,
Mike Gravel,.0,05/18/19,1220.0,,
Seth Moulton,1.0,05/18/19,856.0,,
Wayne Messam,.0,05/18/19,599.0,,
Marianne Williamson,.0,05/18/19,1707.0,,
Michael Bennet,.0,05/18/19,1559.0,,
Bill de Blasio,.0,05/18/19,16034.0,,
Joe Biden,42.0,05/16/19,11543.0,,
Kamala Harris,10.0,05/16/19,11323.0,,
Pete Buttigieg,8.0,05/16/19,13551.0,,
Elizabeth Warren,8.0,05/16/19,7914.0,,
Cory Booker,4.0,05/16/19,5295.0,,
Joe Biden,35.0,05/14/19,12153.0,,
Elizabeth Warren,9.0,05/14/19,8443.0,,
Pete Buttigieg,6.0,05/14/19,23218.0,,
Kamala Harris,5.0,05/14/19,10617.0,,
Beto O'Rourke,4.0,05/14/19,19973.0,,
Cory Booker,3.0,05/14/19,5442.0,,
Amy Klobuchar,2.0,05/14/19,1611.0,,
Julian Castro,2.0,05/14/19,1772.0,,
John Delaney,1.0,05/14/19,21.0,,
Tulsi Gabbard,1.0,05/14/19,51464.0,,
Jay Inslee,1.0,05/14/19,1454.0,,
Tim Ryan,1.0,05/14/19,152.0,,
Marianne Williamson,1.0,05/14/19,3176.0,,
Andrew Yang,1.0,05/14/19,7397.0,,
Michael Bennet,.0,05/14/19,2170.0,,
Steve Bullock,.0,05/14/19,221.0,,
Kirsten Gillibrand,.0,05/14/19,2462.0,,
Mike Gravel,.0,05/14/19,2171.0,,
John Hickenlooper,.0,05/14/19,1291.0,,
Wayne Messam,.0,05/14/19,793.0,,
Seth Moulton,.0,05/14/19,9980.0,,
Joe Biden,29.0,05/14/19,12153.0,,
Kamala Harris,6.0,05/14/19,10617.0,,
Elizabeth Warren,6.0,05/14/19,8443.0,,
Beto O'Rourke,6.0,05/14/19,19973.0,,
Cory Booker,2.0,05/14/19,5442.0,,
Julian Castro,1.0,05/14/19,1772.0,,
Amy Klobuchar,1.0,05/14/19,1611.0,,
Kirsten Gillibrand,1.0,05/14/19,2462.0,,
Pete Buttigieg,4.0,05/14/19,23218.0,,
Tulsi Gabbard,.0,05/14/19,51464.0,,
John Hickenlooper,1.0,05/14/19,1291.0,,
Steve Bullock,.0,05/14/19,221.0,,
Jay Inslee,1.0,05/14/19,1454.0,,
John Delaney,.0,05/14/19,21.0,,
Marianne Williamson,.0,05/14/19,3176.0,,
Andrew Yang,1.0,05/14/19,7397.0,,
Tim Ryan,1.0,05/14/19,152.0,,
Wayne Messam,.0,05/14/19,793.0,,
Seth Moulton,.0,05/14/19,9980.0,,
Michael Bennet,1.0,05/14/19,2170.0,,
Bill de Blasio,1.0,05/14/19,4627.0,,
Joe Biden,32.0,05/14/19,12153.0,,
Kamala Harris,7.0,05/14/19,10617.0,,
Elizabeth Warren,7.0,05/14/19,8443.0,,
Beto O'Rourke,6.0,05/14/19,19973.0,,
Cory Booker,2.0,05/14/19,5442.0,,
Julian Castro,1.0,05/14/19,1772.0,,
Amy Klobuchar,1.0,05/14/19,1611.0,,
Kirsten Gillibrand,1.0,05/14/19,2462.0,,
Pete Buttigieg,4.0,05/14/19,23218.0,,
Tulsi Gabbard,.0,05/14/19,51464.0,,
John Hickenlooper,1.0,05/14/19,1291.0,,
Steve Bullock,.0,05/14/19,221.0,,
Jay Inslee,1.0,05/14/19,1454.0,,
John Delaney,.0,05/14/19,21.0,,
Marianne Williamson,.0,05/14/19,3176.0,,
Andrew Yang,1.0,05/14/19,7397.0,,
Tim Ryan,1.0,05/14/19,152.0,,
Wayne Messam,.0,05/14/19,793.0,,
Seth Moulton,.0,05/14/19,9980.0,,
Michael Bennet,1.0,05/14/19,2170.0,,
Bill de Blasio,.0,05/14/19,4627.0,,
Joe Biden,39.0,05/14/19,12153.0,,
Beto O'Rourke,2.0,05/14/19,19973.0,,
Kamala Harris,8.0,05/14/19,10617.0,,
Elizabeth Warren,8.0,05/14/19,8443.0,,
Cory Booker,5.0,05/14/19,5442.0,,
Kirsten Gillibrand,.0,05/14/19,2462.0,,
Amy Klobuchar,1.0,05/14/19,1611.0,,
Julian Castro,.0,05/14/19,1772.0,,
Tulsi Gabbard,.0,05/14/19,51464.0,,
Jay Inslee,.0,05/14/19,1454.0,,
John Hickenlooper,.0,05/14/19,1291.0,,
John Delaney,.0,05/14/19,21.0,,
Pete Buttigieg,6.0,05/14/19,23218.0,,
Andrew Yang,.0,05/14/19,7397.0,,
Marianne Williamson,.0,05/14/19,3176.0,,
Wayne Messam,.0,05/14/19,793.0,,
Tim Ryan,.0,05/14/19,152.0,,
Seth Moulton,.0,05/14/19,9980.0,,
Michael Bennet,.0,05/14/19,2170.0,,
Kamala Harris,10.4,05/13/19,18185.0,,
Pete Buttigieg,7.5,05/13/19,12327.0,,
Elizabeth Warren,9.7,05/13/19,5944.0,,
Joe Biden,32.6,05/13/19,11327.0,,
Beto O'Rourke,2.9,05/13/19,4715.0,,
Michael Bennet,.7,05/13/19,1796.0,,
Andrew Yang,1.1,05/13/19,5378.0,,
Mike Gravel,.9,05/13/19,1927.0,,
Amy Klobuchar,.6,05/13/19,1315.0,,
Cory Booker,.6,05/13/19,7152.0,,
Kirsten Gillibrand,1.8,05/13/19,1940.0,,
Seth Moulton,.5,05/13/19,2836.0,,
Julian Castro,2.1,05/13/19,1579.0,,
John Hickenlooper,.3,05/13/19,983.0,,
Jay Inslee,.0,05/13/19,1069.0,,
Tim Ryan,.2,05/13/19,99.0,,
